param,importance,dataset,algorithm
imputation,0.01814359124785214,pbc.csv,RandomForest
max_features,0.1997789871773125,pbc.csv,RandomForest
min_samples_leaf,0.050009178578598656,pbc.csv,RandomForest
min_samples_split,0.0018751630387144605,pbc.csv,RandomForest
"('bootstrap'; 'max_features')",0.08684430041127199,pbc.csv,RandomForest
"('max_features'; 'min_samples_leaf')",0.03275134860219309,pbc.csv,RandomForest
"('imputation'; 'max_features')",0.02303574941381403,pbc.csv,RandomForest
"('imputation'; 'min_samples_leaf')",0.012489374213918866,pbc.csv,RandomForest
"('max_features'; 'min_samples_split')",0.012278638016147495,pbc.csv,RandomForest
"('bootstrap'; 'imputation')",0.007086311496503828,pbc.csv,RandomForest
"('min_samples_leaf'; 'min_samples_split')",0.004762622391468617,pbc.csv,RandomForest
"('bootstrap'; 'min_samples_leaf')",0.003913487458629808,pbc.csv,RandomForest
"('criterion'; 'max_features')",0.003606347065628405,pbc.csv,RandomForest
"('imputation'; 'min_samples_split')",0.002999886776016531,pbc.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_leaf')",0.027319389729158972,pbc.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_split')",0.010817111761523987,pbc.csv,RandomForest
"('imputation'; 'max_features'; 'min_samples_leaf')",0.038602462871038176,pbc.csv,RandomForest
bootstrap,0.01741633847416625,phpAz9Len.csv,RandomForest
criterion,0.0024030243660234213,phpAz9Len.csv,RandomForest
imputation,0.0024451909952792096,phpAz9Len.csv,RandomForest
max_features,0.03857090549206185,phpAz9Len.csv,RandomForest
min_samples_leaf,0.6693309348072106,phpAz9Len.csv,RandomForest
min_samples_split,0.003469293281063767,phpAz9Len.csv,RandomForest
"('bootstrap'; 'max_features')",0.04690657589396262,phpAz9Len.csv,RandomForest
"('max_features'; 'min_samples_leaf')",0.031263607600804544,phpAz9Len.csv,RandomForest
"('min_samples_leaf'; 'min_samples_split')",0.012987982991316167,phpAz9Len.csv,RandomForest
"('bootstrap'; 'min_samples_leaf')",0.005522868641328078,phpAz9Len.csv,RandomForest
"('imputation'; 'min_samples_leaf')",0.003499820748668013,phpAz9Len.csv,RandomForest
"('max_features'; 'min_samples_split')",0.0029275607255487977,phpAz9Len.csv,RandomForest
"('criterion'; 'min_samples_leaf')",0.002048371966885574,phpAz9Len.csv,RandomForest
"('imputation'; 'max_features')",0.0019273536731346558,phpAz9Len.csv,RandomForest
"('criterion'; 'max_features')",0.0017318598143743697,phpAz9Len.csv,RandomForest
"('bootstrap'; 'criterion')",0.0016042076576706665,phpAz9Len.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_leaf')",0.017848894154302398,phpAz9Len.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_split')",0.0015724725776482418,phpAz9Len.csv,RandomForest
"('imputation'; 'max_features'; 'min_samples_leaf')",0.013401651189722592,phpAz9Len.csv,RandomForest
bootstrap,0.04983638976373862,phpFsFYVN.csv,RandomForest
criterion,0.0010226732193806438,phpFsFYVN.csv,RandomForest
imputation,0.00014793893077927228,phpFsFYVN.csv,RandomForest
max_features,0.28912288122446433,phpFsFYVN.csv,RandomForest
min_samples_leaf,0.4846386914526184,phpFsFYVN.csv,RandomForest
min_samples_split,0.0002875674641477535,phpFsFYVN.csv,RandomForest
"('max_features'; 'min_samples_leaf')",0.09711751827300838,phpFsFYVN.csv,RandomForest
"('bootstrap'; 'min_samples_leaf')",0.01792632328526193,phpFsFYVN.csv,RandomForest
"('bootstrap'; 'max_features')",0.008819659813943734,phpFsFYVN.csv,RandomForest
"('max_features'; 'min_samples_split')",0.0033905076332549416,phpFsFYVN.csv,RandomForest
"('criterion'; 'min_samples_leaf')",0.0021888205797870874,phpFsFYVN.csv,RandomForest
"('min_samples_leaf'; 'min_samples_split')",0.0015343714295167434,phpFsFYVN.csv,RandomForest
"('criterion'; 'max_features')",0.0007623757120811476,phpFsFYVN.csv,RandomForest
"('imputation'; 'min_samples_leaf')",0.0003253968356356377,phpFsFYVN.csv,RandomForest
"('bootstrap'; 'min_samples_split')",0.00020054962201731906,phpFsFYVN.csv,RandomForest
"('bootstrap'; 'criterion')",0.00019272200973060992,phpFsFYVN.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_leaf')",0.018955121726174626,phpFsFYVN.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_split')",0.0013439825747693559,phpFsFYVN.csv,RandomForest
"('imputation'; 'max_features'; 'min_samples_leaf')",0.00094345137518377,phpFsFYVN.csv,RandomForest
bootstrap,0.15693854743581698,phpH2fvsy.csv,RandomForest
criterion,0.0044297423222651525,phpH2fvsy.csv,RandomForest
imputation,0.0006419787622071722,phpH2fvsy.csv,RandomForest
max_features,0.011101084153706677,phpH2fvsy.csv,RandomForest
min_samples_leaf,0.33739937939303877,phpH2fvsy.csv,RandomForest
min_samples_split,0.005508964074208355,phpH2fvsy.csv,RandomForest
"('bootstrap'; 'min_samples_leaf')",0.22452206255430274,phpH2fvsy.csv,RandomForest
"('max_features'; 'min_samples_leaf')",0.01899051899876804,phpH2fvsy.csv,RandomForest
"('min_samples_leaf'; 'min_samples_split')",0.012534728254984013,phpH2fvsy.csv,RandomForest
"('bootstrap'; 'criterion')",0.00470818446165141,phpH2fvsy.csv,RandomForest
"('bootstrap'; 'max_features')",0.004692812257192531,phpH2fvsy.csv,RandomForest
"('max_features'; 'min_samples_split')",0.004081495643155367,phpH2fvsy.csv,RandomForest
"('imputation'; 'max_features')",0.0034226513025738103,phpH2fvsy.csv,RandomForest
"('imputation'; 'min_samples_leaf')",0.003413471962625159,phpH2fvsy.csv,RandomForest
"('criterion'; 'max_features')",0.0030021600066132766,phpH2fvsy.csv,RandomForest
"('criterion'; 'min_samples_leaf')",0.002604329684905971,phpH2fvsy.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_leaf')",0.015536408728604675,phpH2fvsy.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_split')",0.0036694746881416993,phpH2fvsy.csv,RandomForest
"('imputation'; 'max_features'; 'min_samples_leaf')",0.010922763995705975,phpH2fvsy.csv,RandomForest
bootstrap,0.0492929008451157,phpjuWdq9.csv,RandomForest
criterion,0.000305751133803994,phpjuWdq9.csv,RandomForest
imputation,0.0002645048527412715,phpjuWdq9.csv,RandomForest
max_features,0.041354955475228876,phpjuWdq9.csv,RandomForest
min_samples_leaf,0.7069723885740378,phpjuWdq9.csv,RandomForest
min_samples_split,0.0007349389358916063,phpjuWdq9.csv,RandomForest
"('bootstrap'; 'min_samples_leaf')",0.0732138244680681,phpjuWdq9.csv,RandomForest
"('max_features'; 'min_samples_leaf')",0.03127145914865548,phpjuWdq9.csv,RandomForest
"('bootstrap'; 'max_features')",0.011161571486037188,phpjuWdq9.csv,RandomForest
"('min_samples_leaf'; 'min_samples_split')",0.005900290029451808,phpjuWdq9.csv,RandomForest
"('max_features'; 'min_samples_split')",0.0021197768287110927,phpjuWdq9.csv,RandomForest
"('imputation'; 'min_samples_leaf')",0.0015175600840208786,phpjuWdq9.csv,RandomForest
"('criterion'; 'min_samples_leaf')",0.0010959796918585461,phpjuWdq9.csv,RandomForest
"('imputation'; 'max_features')",0.0009265603465911473,phpjuWdq9.csv,RandomForest
"('criterion'; 'max_features')",0.0007989084017004935,phpjuWdq9.csv,RandomForest
"('bootstrap'; 'min_samples_split')",0.0005519605606933813,phpjuWdq9.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_leaf')",0.019623875027381277,phpjuWdq9.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_split')",0.0011344823472641142,phpjuWdq9.csv,RandomForest
"('imputation'; 'max_features'; 'min_samples_leaf')",0.005077938864574236,phpjuWdq9.csv,RandomForest
bootstrap,0.03608752524632019,phplVyjYQ.csv,RandomForest
criterion,8.748718190072537e-05,phplVyjYQ.csv,RandomForest
imputation,6.380942199121346e-05,phplVyjYQ.csv,RandomForest
max_features,0.05688305092761636,phplVyjYQ.csv,RandomForest
min_samples_leaf,0.691309504047803,phplVyjYQ.csv,RandomForest
min_samples_split,0.0013801192625718574,phplVyjYQ.csv,RandomForest
"('bootstrap'; 'min_samples_leaf')",0.07242768114815054,phplVyjYQ.csv,RandomForest
"('max_features'; 'min_samples_leaf')",0.034656914459674074,phplVyjYQ.csv,RandomForest
"('bootstrap'; 'max_features')",0.019531453371988562,phplVyjYQ.csv,RandomForest
"('min_samples_leaf'; 'min_samples_split')",0.00508525866728619,phplVyjYQ.csv,RandomForest
"('imputation'; 'min_samples_leaf')",0.0019769461267794075,phplVyjYQ.csv,RandomForest
"('max_features'; 'min_samples_split')",0.0015771087259730389,phplVyjYQ.csv,RandomForest
"('criterion'; 'min_samples_leaf')",0.0010799405954970925,phplVyjYQ.csv,RandomForest
"('imputation'; 'max_features')",0.000784225498605653,phplVyjYQ.csv,RandomForest
"('bootstrap'; 'min_samples_split')",0.0007542128532632361,phplVyjYQ.csv,RandomForest
"('criterion'; 'max_features')",0.0006912434871591059,phplVyjYQ.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_leaf')",0.01907600515540956,phplVyjYQ.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_split')",0.001189452848039951,phplVyjYQ.csv,RandomForest
"('imputation'; 'max_features'; 'min_samples_leaf')",0.00500647580837664,phplVyjYQ.csv,RandomForest
bootstrap,0.06045840913667119,phpu00N5N.csv,RandomForest
criterion,9.61770538730253e-05,phpu00N5N.csv,RandomForest
imputation,0.000957891230070458,phpu00N5N.csv,RandomForest
max_features,0.03747266478649228,phpu00N5N.csv,RandomForest
min_samples_leaf,0.41990026711456213,phpu00N5N.csv,RandomForest
min_samples_split,0.0015888015140502658,phpu00N5N.csv,RandomForest
"('bootstrap'; 'min_samples_leaf')",0.30416830115324756,phpu00N5N.csv,RandomForest
"('max_features'; 'min_samples_leaf')",0.037913820444783745,phpu00N5N.csv,RandomForest
"('bootstrap'; 'max_features')",0.011035434510126282,phpu00N5N.csv,RandomForest
"('min_samples_leaf'; 'min_samples_split')",0.005874186817978664,phpu00N5N.csv,RandomForest
"('max_features'; 'min_samples_split')",0.004122752648489455,phpu00N5N.csv,RandomForest
"('imputation'; 'max_features')",0.002669580517994429,phpu00N5N.csv,RandomForest
"('imputation'; 'min_samples_leaf')",0.002153953114593759,phpu00N5N.csv,RandomForest
"('imputation'; 'min_samples_split')",0.0006794472633707879,phpu00N5N.csv,RandomForest
"('criterion'; 'min_samples_leaf')",0.0006058506544588312,phpu00N5N.csv,RandomForest
"('criterion'; 'max_features')",0.0006032991047982932,phpu00N5N.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_leaf')",0.019269614504810094,phpu00N5N.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_split')",0.0014812299485375084,phpu00N5N.csv,RandomForest
"('imputation'; 'max_features'; 'min_samples_leaf')",0.010907514587105087,phpu00N5N.csv,RandomForest
bootstrap,0.18197618065726884,schizo.csv,RandomForest
criterion,0.00033327886470355426,schizo.csv,RandomForest
imputation,0.031632925051930244,schizo.csv,RandomForest
max_features,0.21919207542422559,schizo.csv,RandomForest
min_samples_leaf,0.013473061583329823,schizo.csv,RandomForest
min_samples_split,0.0030851691126564853,schizo.csv,RandomForest
"('bootstrap'; 'max_features')",0.0630794876132399,schizo.csv,RandomForest
"('max_features'; 'min_samples_leaf')",0.027514330676037393,schizo.csv,RandomForest
"('imputation'; 'max_features')",0.02549225599802508,schizo.csv,RandomForest
"('max_features'; 'min_samples_split')",0.01779411198107949,schizo.csv,RandomForest
"('bootstrap'; 'min_samples_leaf')",0.00958732977421789,schizo.csv,RandomForest
"('imputation'; 'min_samples_leaf')",0.005851484714923173,schizo.csv,RandomForest
"('min_samples_leaf'; 'min_samples_split')",0.00556584248273871,schizo.csv,RandomForest
"('imputation'; 'min_samples_split')",0.005256323697332599,schizo.csv,RandomForest
"('criterion'; 'max_features')",0.003869658985831861,schizo.csv,RandomForest
"('bootstrap'; 'imputation')",0.0037913479982028147,schizo.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_leaf')",0.02313997938163262,schizo.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_split')",0.016518276999171994,schizo.csv,RandomForest
"('imputation'; 'max_features'; 'min_samples_leaf')",0.03258982443221525,schizo.csv,RandomForest
bootstrap,0.00035604400882598673,speeddating.csv,RandomForest
criterion,7.627596586249503e-05,speeddating.csv,RandomForest
imputation,2.1245746547786007e-05,speeddating.csv,RandomForest
max_features,0.7651807807826543,speeddating.csv,RandomForest
min_samples_leaf,0.011331449368547658,speeddating.csv,RandomForest
min_samples_split,0.00042545848832723204,speeddating.csv,RandomForest
"('max_features'; 'min_samples_leaf')",0.15919954221606683,speeddating.csv,RandomForest
"('max_features'; 'min_samples_split')",0.019947490280676577,speeddating.csv,RandomForest
"('bootstrap'; 'max_features')",0.006653552724649996,speeddating.csv,RandomForest
"('criterion'; 'max_features')",0.0025228124725098144,speeddating.csv,RandomForest
"('imputation'; 'max_features')",0.0011441902331178221,speeddating.csv,RandomForest
"('min_samples_leaf'; 'min_samples_split')",0.0005323799621469209,speeddating.csv,RandomForest
"('bootstrap'; 'min_samples_leaf')",0.0001815223481337621,speeddating.csv,RandomForest
"('criterion'; 'min_samples_leaf')",0.00013627368313892562,speeddating.csv,RandomForest
"('criterion'; 'min_samples_split')",4.2715543193431844e-05,speeddating.csv,RandomForest
"('bootstrap'; 'min_samples_split')",3.693066982497275e-05,speeddating.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_leaf')",0.0069207547846575354,speeddating.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_split')",0.0011799903366311588,speeddating.csv,RandomForest
"('imputation'; 'max_features'; 'min_samples_leaf')",0.0013876697381046566,speeddating.csv,RandomForest
bootstrap,0.0658466836383064,analcatdata_homerun.csv,RandomForest
criterion,0.0035251095899393892,analcatdata_homerun.csv,RandomForest
imputation,0.006022469462266057,analcatdata_homerun.csv,RandomForest
max_features,0.04600919732174859,analcatdata_homerun.csv,RandomForest
min_samples_leaf,0.25164130028151044,analcatdata_homerun.csv,RandomForest
min_samples_split,0.013098766742860386,analcatdata_homerun.csv,RandomForest
"('min_samples_leaf'; 'min_samples_split')",0.04769568436614699,analcatdata_homerun.csv,RandomForest
"('max_features'; 'min_samples_leaf')",0.04285805368812189,analcatdata_homerun.csv,RandomForest
"('bootstrap'; 'max_features')",0.016327347250602958,analcatdata_homerun.csv,RandomForest
"('max_features'; 'min_samples_split')",0.015090655293302273,analcatdata_homerun.csv,RandomForest
"('bootstrap'; 'min_samples_leaf')",0.013006750002489196,analcatdata_homerun.csv,RandomForest
"('imputation'; 'min_samples_leaf')",0.011038722454266271,analcatdata_homerun.csv,RandomForest
"('criterion'; 'min_samples_leaf')",0.010447942852228394,analcatdata_homerun.csv,RandomForest
"('imputation'; 'max_features')",0.0076350607844877395,analcatdata_homerun.csv,RandomForest
"('bootstrap'; 'min_samples_split')",0.005831264108484147,analcatdata_homerun.csv,RandomForest
"('criterion'; 'max_features')",0.004914142268448794,analcatdata_homerun.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_leaf')",0.029100188485560403,analcatdata_homerun.csv,RandomForest
"('bootstrap'; 'max_features'; 'min_samples_split')",0.010359661953027776,analcatdata_homerun.csv,RandomForest
"('imputation'; 'max_features'; 'min_samples_leaf')",0.02845817204648859,analcatdata_homerun.csv,RandomForest
C,8.81046249065969e-05,phpkIxskf.csv,SVM
coef0,0.00021187565317538312,phpkIxskf.csv,SVM
gamma,0.0017015276041163023,phpkIxskf.csv,SVM
kernel,0.9846164330433482,phpkIxskf.csv,SVM
shrinking,1.7246269593799354e-06,phpkIxskf.csv,SVM
tol,0.002271652509746489,phpkIxskf.csv,SVM
"('gamma'; 'kernel')",0.004924765636172659,phpkIxskf.csv,SVM
"('kernel'; 'tol')",0.0021916619746250943,phpkIxskf.csv,SVM
"('coef0'; 'tol')",0.0005004590574403918,phpkIxskf.csv,SVM
"('C'; 'gamma')",0.0003831650559308928,phpkIxskf.csv,SVM
"('coef0'; 'gamma')",0.0003656433773704957,phpkIxskf.csv,SVM
"('coef0'; 'kernel')",0.00021825410361896776,phpkIxskf.csv,SVM
"('gamma'; 'tol')",0.000195363032959183,phpkIxskf.csv,SVM
"('C'; 'kernel')",8.371341451003775e-05,phpkIxskf.csv,SVM
"('C'; 'coef0')",6.685141038266089e-05,phpkIxskf.csv,SVM
"('C'; 'tol')",3.518921209857173e-05,phpkIxskf.csv,SVM
"('C'; 'kernel'; 'gamma')",0.00037016414447663414,phpkIxskf.csv,SVM
C,0.024540218048335033,phpmPOD5A.csv,SVM
coef0,0.02227668349919395,phpmPOD5A.csv,SVM
gamma,0.13467729792530891,phpmPOD5A.csv,SVM
kernel,0.0059330258075569525,phpmPOD5A.csv,SVM
shrinking,0.0025286240798217054,phpmPOD5A.csv,SVM
tol,0.052393328516951755,phpmPOD5A.csv,SVM
"('gamma'; 'tol')",0.08052166865484552,phpmPOD5A.csv,SVM
"('coef0'; 'gamma')",0.06321455318005835,phpmPOD5A.csv,SVM
"('C'; 'gamma')",0.05798806974046383,phpmPOD5A.csv,SVM
"('gamma'; 'kernel')",0.04047057082291772,phpmPOD5A.csv,SVM
"('C'; 'tol')",0.02858228849356971,phpmPOD5A.csv,SVM
"('coef0'; 'tol')",0.028520517451407032,phpmPOD5A.csv,SVM
"('C'; 'coef0')",0.01770675228345417,phpmPOD5A.csv,SVM
"('gamma'; 'shrinking')",0.01089808546790789,phpmPOD5A.csv,SVM
"('C'; 'kernel')",0.010358735541457281,phpmPOD5A.csv,SVM
"('kernel'; 'tol')",0.008577423290795624,phpmPOD5A.csv,SVM
"('C'; 'kernel'; 'gamma')",0.023791577198862195,phpmPOD5A.csv,SVM
C,0.016203071822813248,gina_agnostic.csv,SVM
coef0,0.01168005931122379,gina_agnostic.csv,SVM
gamma,0.014195460741680816,gina_agnostic.csv,SVM
kernel,0.6936155700287037,gina_agnostic.csv,SVM
shrinking,0.0004103241348039187,gina_agnostic.csv,SVM
tol,0.011322008045571142,gina_agnostic.csv,SVM
"('C'; 'kernel')",0.015781923616512403,gina_agnostic.csv,SVM
"('gamma'; 'kernel')",0.013403378567523959,gina_agnostic.csv,SVM
"('C'; 'gamma')",0.013352290453574897,gina_agnostic.csv,SVM
"('coef0'; 'kernel')",0.012343819827501344,gina_agnostic.csv,SVM
"('C'; 'coef0')",0.012320340469809229,gina_agnostic.csv,SVM
"('kernel'; 'tol')",0.011196929136327461,gina_agnostic.csv,SVM
"('coef0'; 'gamma')",0.010576375177752999,gina_agnostic.csv,SVM
"('C'; 'tol')",0.010430621011095086,gina_agnostic.csv,SVM
"('coef0'; 'tol')",0.008831194627122566,gina_agnostic.csv,SVM
"('gamma'; 'tol')",0.007358404667552058,gina_agnostic.csv,SVM
"('C'; 'kernel'; 'gamma')",0.013318552777876934,gina_agnostic.csv,SVM
C,0.012760812676655997,analcatdata_broadwaymult.csv,SVM
coef0,0.021528601246565433,analcatdata_broadwaymult.csv,SVM
gamma,0.1478383424804168,analcatdata_broadwaymult.csv,SVM
imputation,0.0031491819485524354,analcatdata_broadwaymult.csv,SVM
kernel,0.046357052109490496,analcatdata_broadwaymult.csv,SVM
shrinking,0.0007465334185726099,analcatdata_broadwaymult.csv,SVM
tol,0.005830837243970484,analcatdata_broadwaymult.csv,SVM
"('gamma'; 'kernel')",0.1454364510847698,analcatdata_broadwaymult.csv,SVM
"('coef0'; 'gamma')",0.054803404265012616,analcatdata_broadwaymult.csv,SVM
"('C'; 'gamma')",0.02089916394876208,analcatdata_broadwaymult.csv,SVM
"('coef0'; 'kernel')",0.018833930067248178,analcatdata_broadwaymult.csv,SVM
"('gamma'; 'tol')",0.016803178290924863,analcatdata_broadwaymult.csv,SVM
"('C'; 'coef0')",0.014052669197185114,analcatdata_broadwaymult.csv,SVM
"('gamma'; 'imputation')",0.011866396100065277,analcatdata_broadwaymult.csv,SVM
"('C'; 'kernel')",0.01026614657274132,analcatdata_broadwaymult.csv,SVM
"('coef0'; 'tol')",0.007298769954131647,analcatdata_broadwaymult.csv,SVM
"('C'; 'tol')",0.007007791567482385,analcatdata_broadwaymult.csv,SVM
"('C'; 'kernel'; 'gamma')",0.013542670361675295,analcatdata_broadwaymult.csv,SVM
"('imputation'; 'gamma'; 'C')",0.008236832604370494,analcatdata_broadwaymult.csv,SVM
C,0.009375583106253908,analcatdata_cyyoung9302.csv,SVM
coef0,0.016682328998738297,analcatdata_cyyoung9302.csv,SVM
gamma,0.13172635425901413,analcatdata_cyyoung9302.csv,SVM
kernel,0.38088078005168835,analcatdata_cyyoung9302.csv,SVM
shrinking,0.0004226442943442507,analcatdata_cyyoung9302.csv,SVM
tol,0.00937737234171285,analcatdata_cyyoung9302.csv,SVM
"('gamma'; 'kernel')",0.13526868639725187,analcatdata_cyyoung9302.csv,SVM
"('coef0'; 'gamma')",0.029924349572504786,analcatdata_cyyoung9302.csv,SVM
"('C'; 'gamma')",0.021590228779885083,analcatdata_cyyoung9302.csv,SVM
"('gamma'; 'tol')",0.019039022501453576,analcatdata_cyyoung9302.csv,SVM
"('coef0'; 'kernel')",0.016942528873837376,analcatdata_cyyoung9302.csv,SVM
"('C'; 'kernel')",0.009924879210267044,analcatdata_cyyoung9302.csv,SVM
"('kernel'; 'tol')",0.009318412805692917,analcatdata_cyyoung9302.csv,SVM
"('C'; 'coef0')",0.009312168432944506,analcatdata_cyyoung9302.csv,SVM
"('coef0'; 'tol')",0.007602779816528981,analcatdata_cyyoung9302.csv,SVM
"('C'; 'tol')",0.005000173527288609,analcatdata_cyyoung9302.csv,SVM
"('C'; 'kernel'; 'gamma')",0.020867063845675347,analcatdata_cyyoung9302.csv,SVM
C,0.009884331603488842,analcatdata_dmft.csv,SVM
coef0,0.012984632873581856,analcatdata_dmft.csv,SVM
gamma,0.04133644396270498,analcatdata_dmft.csv,SVM
kernel,0.45557341915143457,analcatdata_dmft.csv,SVM
shrinking,0.0007877293786503184,analcatdata_dmft.csv,SVM
tol,0.017744898295227168,analcatdata_dmft.csv,SVM
"('gamma'; 'kernel')",0.05669378889325884,analcatdata_dmft.csv,SVM
"('gamma'; 'tol')",0.030665313101610456,analcatdata_dmft.csv,SVM
"('kernel'; 'tol')",0.02523573767809774,analcatdata_dmft.csv,SVM
"('coef0'; 'gamma')",0.02188052227611586,analcatdata_dmft.csv,SVM
"('C'; 'gamma')",0.016979368701629985,analcatdata_dmft.csv,SVM
"('C'; 'tol')",0.016084626315618272,analcatdata_dmft.csv,SVM
"('coef0'; 'tol')",0.01492557093610184,analcatdata_dmft.csv,SVM
"('coef0'; 'kernel')",0.01228995332157187,analcatdata_dmft.csv,SVM
"('C'; 'kernel')",0.009914222569861887,analcatdata_dmft.csv,SVM
"('C'; 'coef0')",0.008514551892223603,analcatdata_dmft.csv,SVM
"('C'; 'kernel'; 'gamma')",0.017394318907922625,analcatdata_dmft.csv,SVM
C,0.0009070836514697533,analcatdata_marketing.csv,SVM
coef0,0.0011234132188520994,analcatdata_marketing.csv,SVM
gamma,0.0051932883114241945,analcatdata_marketing.csv,SVM
imputation,0.20213442645567486,analcatdata_marketing.csv,SVM
kernel,0.7090497156980179,analcatdata_marketing.csv,SVM
shrinking,4.486078385886859e-05,analcatdata_marketing.csv,SVM
tol,0.0006843827267345977,analcatdata_marketing.csv,SVM
"('imputation'; 'kernel')",0.010550904201909002,analcatdata_marketing.csv,SVM
"('gamma'; 'kernel')",0.0034090387324473745,analcatdata_marketing.csv,SVM
"('gamma'; 'imputation')",0.0020492587339088694,analcatdata_marketing.csv,SVM
"('coef0'; 'gamma')",0.0017066672763564232,analcatdata_marketing.csv,SVM
"('C'; 'gamma')",0.0014784935997579811,analcatdata_marketing.csv,SVM
"('coef0'; 'imputation')",0.0013508626746949672,analcatdata_marketing.csv,SVM
"('gamma'; 'tol')",0.0012708063872826796,analcatdata_marketing.csv,SVM
"('coef0'; 'kernel')",0.0011525341715472022,analcatdata_marketing.csv,SVM
"('C'; 'coef0')",0.0011051405541267433,analcatdata_marketing.csv,SVM
"('C'; 'imputation')",0.0010807701664427706,analcatdata_marketing.csv,SVM
"('C'; 'kernel'; 'gamma')",0.0013710289402901104,analcatdata_marketing.csv,SVM
"('imputation'; 'gamma'; 'C')",0.0017167095885755944,analcatdata_marketing.csv,SVM
C,0.008260250637266906,analcatdata_reviewer.csv,SVM
coef0,0.015539299994499284,analcatdata_reviewer.csv,SVM
gamma,0.012995828291493417,analcatdata_reviewer.csv,SVM
kernel,0.7483016731445044,analcatdata_reviewer.csv,SVM
shrinking,0.0010021485360708648,analcatdata_reviewer.csv,SVM
tol,0.0037897504505407104,analcatdata_reviewer.csv,SVM
"('coef0'; 'gamma')",0.01745852307650426,analcatdata_reviewer.csv,SVM
"('coef0'; 'kernel')",0.01507225520455658,analcatdata_reviewer.csv,SVM
"('gamma'; 'kernel')",0.012146660015566454,analcatdata_reviewer.csv,SVM
"('C'; 'gamma')",0.009524388305491934,analcatdata_reviewer.csv,SVM
"('C'; 'kernel')",0.007858029052473077,analcatdata_reviewer.csv,SVM
"('C'; 'coef0')",0.007297364522908341,analcatdata_reviewer.csv,SVM
"('coef0'; 'tol')",0.0065004684595025355,analcatdata_reviewer.csv,SVM
"('gamma'; 'tol')",0.0061533716574151765,analcatdata_reviewer.csv,SVM
"('kernel'; 'tol')",0.00380181836042183,analcatdata_reviewer.csv,SVM
"('C'; 'tol')",0.003399817921605765,analcatdata_reviewer.csv,SVM
"('C'; 'kernel'; 'gamma')",0.008496123535276345,analcatdata_reviewer.csv,SVM
C,0.016733060301600534,arsenic-male-bladder.csv,SVM
coef0,0.02506890260820873,arsenic-male-bladder.csv,SVM
gamma,0.33678947227906103,arsenic-male-bladder.csv,SVM
kernel,0.05509204062084905,arsenic-male-bladder.csv,SVM
shrinking,0.0005030071090210877,arsenic-male-bladder.csv,SVM
tol,0.0180663904890977,arsenic-male-bladder.csv,SVM
"('coef0'; 'gamma')",0.09404011188498916,arsenic-male-bladder.csv,SVM
"('gamma'; 'kernel')",0.041234862159965,arsenic-male-bladder.csv,SVM
"('C'; 'gamma')",0.03304528817678581,arsenic-male-bladder.csv,SVM
"('gamma'; 'tol')",0.03297668472182657,arsenic-male-bladder.csv,SVM
"('C'; 'coef0')",0.01680665820490905,arsenic-male-bladder.csv,SVM
"('coef0'; 'kernel')",0.01633828171437251,arsenic-male-bladder.csv,SVM
"('kernel'; 'tol')",0.01613502073367961,arsenic-male-bladder.csv,SVM
"('C'; 'tol')",0.015694111399017413,arsenic-male-bladder.csv,SVM
"('C'; 'kernel')",0.01481060874266367,arsenic-male-bladder.csv,SVM
"('coef0'; 'tol')",0.0134598817144801,arsenic-male-bladder.csv,SVM
"('C'; 'kernel'; 'gamma')",0.02211816276883128,arsenic-male-bladder.csv,SVM
C,0.003435191640380217,audiology.csv,SVM
coef0,0.022003996697207706,audiology.csv,SVM
gamma,0.1227679185415314,audiology.csv,SVM
kernel,0.5972334610014656,audiology.csv,SVM
shrinking,0.00025051858851413004,audiology.csv,SVM
tol,0.007976424176716339,audiology.csv,SVM
"('gamma'; 'kernel')",0.0541605472394359,audiology.csv,SVM
"('coef0'; 'kernel')",0.02340949908468512,audiology.csv,SVM
"('coef0'; 'gamma')",0.02306696503447302,audiology.csv,SVM
"('gamma'; 'tol')",0.009361633204191769,audiology.csv,SVM
"('coef0'; 'tol')",0.008445053002638543,audiology.csv,SVM
"('kernel'; 'tol')",0.00661952679059382,audiology.csv,SVM
"('C'; 'coef0')",0.0057683596652059466,audiology.csv,SVM
"('C'; 'gamma')",0.005173677000369646,audiology.csv,SVM
