nr_classes,nr_instances,log_nr_instances,nr_features,log_nr_features,dataset_ratio,skew_min,skew_std,skew_mean,skew_q1,skew_q3,skew_max,kurtosis_min,kurtosis_std,kurtosis_mean,kurtosis_q1,kurtosis_q3,kurtosis_max,rho_min,rho_max,rho_mean,rho_std,class_entropy,prob_min,prob_mean,prob_std,prob_max,norm_entropy_min,norm_entropy_mean,norm_entropy_std,norm_entropy_max,mi_min,mi_mean,mi_std,mi_max,equiv_nr_feat,noise_signal_ratio,Landmarker_1NN,Landmarker_dt,Landmarker_gnb,Landmarker_lda,dataset
3,3772,8.235360643753348,23,3.1354942159291497,0.006097560975609756,0.06635623324007957,12.161330257999605,6.77209255586397,1.5300390265043524,6.91942675479042,61.41661013113638,-1.8482544283203384,764.6204626903537,192.21753753459816,1.3589899880251495,46.69640376675198,3772.0000000000005,0.00015043692970718713,0.9971181474257345,0.10085577545496438,0.17326754128952793,0.27509702808263065,0.003711558854718982,0.3333333333333333,0.4410902761896511,0.9567868504772005,0.0002972989112346854,0.07223736106322302,0.08477440410051268,0.25993893305351107,1.171278553926524e-05,0.010952843302118197,0.020991441940640093,0.0793257177440784,25.116494456688606,5.595306722707598,0.9528111097076615,0.9681908130183992,0.2720074944212875,0.9634141720348618,allbp.csv
